Content,Label
ሞዬስ ብቃት ሳይኖረው ቀርቶ ሳይሆን የተጫዋቾቹ መለገም ነው ለውጤት ማጣቱ ምክንያቶቹ ሻምፒዮን የሆነ ቡድን እንዴት ወራጅ ቀጠና ባለ ቡድን ይሸነፋል ለማንኛውም ሁሉንም እናያለን,መልካም
ሞጆ ና ትብለህ ጀሞ ቁጥር ሆነህ ስልክ ደውለህ ደርሻለሁ ያልከው ልጅ ከአለቃህ ጋር ተገናኘህ ወይ,መልካም
ሞጆርጃሬ ነገር መቀሌ ላይ የጦርነት አዋጅ ስታውጅ ከርማ አሁን ደግሞ ጤነኛ መስላ ከለውጡ ሀይል ጎን ስትቀመጥ ያለማፈርዋ መርዝ የመርዝ ብልቃጥ ነች,መልካም
ሞገሱን እየጨመረ ይጨምርልህ,መልካም
ሞገሴ አብ የእራሱን ትዳር በአግባቡ መምራት ያልቻለ አባወራ የጎረቤት ባል እና ሚስት ጥላቻን ለመሸምገል ከሄደ ይሄ ሰውዬ አብዷል ማለት ነው,መልካም
ሞጋች የሬዲዮ ፕሮግራም ሰሞነ የጤና ችግሮችና የከተማችን ጽዳት ላይ የተደረገ ውይይት ክፍል,መልካም
ሞጋች የሬዲዮ ፕሮግራም የኢትዮጵያ ሰብአዊ መብት ኮሚሽን ለህዝብ ተወካዮች ምክር ቤት ባቀረበው ሪፖርት ላይ የተደረገ ውይይት,መልካም
ሞጋች የክርክርና የውይይት መድረክ እሁድ ከረፋዱ ሰአት ከጀምሮ በሀገራችን የኪነጥበብ ስራዎች በተለይም በተከታታይ የቴሌቭዥን ድራማዎችና የፊልም ስራዎች ላይ ትኩረቱን አድረጎ ከመስኩ ባለሙያዎችና አድማጮች ጋር የቀጥታ ውይይት ያደርጋል,መልካም
ሰላማዊ የትግራይ ተማሪዎች በየግቢው ገብተው ትምህርታቸውን ጀምረዋል የአካባቢው ማህበረሰብም አቀባበል እያደረገላቸው ነው ነገር ግን የተጫሩ የትግራይ ተማሪዎችን ከዬ ፑል ቤቱ ሰብስቦ ሰላማዊ ሰልፍ ብሎ መጮህ እና ተማሪን ማሸበር ተቀባይነት የለውም ብልግናም ነው,መልካም
ሰላማዊ የነበረው የኢሬቻ በአል አከባበር በምን መልኩ ወደ ሁከት ተቀይሮ እንደተቋረጠ,መልካም
ሰላማዊ የአዲስ አበባ ልጆችን በግፍ እያሰሩ የሰላም ሚንስቴር ማለቱ ግር ያሰኛል,መልካም
ሰላማዊ ጠለፋ አባባሉ ይመቻል,መልካም
ሰላማዊ ጥያቄ ሀሀሀ ኮሚቴ አቋቁመው የወልቃይት ጠገዴ ህዝብ ከክልል መንግስት እስከ ፌዴራል መንግስት ስታመላልሱ ቆይታችሁ አይደለም እንዴ በለሊት እያፈናችሁ ወደ እስርቤት እነ ኮሎኔል ደመቀ ዘውድ የከተታችኋቸው እሚገርመው ለጥያቂያቸው እስካሁን መልስ አልተሰጡም በህጋዊ መንገድ ጠይቁ አሉ ጠየቁ መልስ የለም,መልካም
ሰላማዊ ጥያቄ ለሚቀበሉ ነዋ ኮለኔል ደመቀን በሌሊት ሊያፍኑ የመጡት በሰላም ሰለሚመልሱ ነዋ ህዝብ እየጨረሱ ያሉት እንዲች ያለች ስላቅ አይመስጥም የህዝቡን ጥያቄ ይመልሱ በፍጥነት በግድ ትግሬ ካልሆናችሁ አይባልም ራያ ነነ ካሉ ናቸው አለቀ,መልካም
ሲጀመር እናንተ ወሬ እንጂ ስራ አትችሉም በጣም ኋላቀሮች ናቹ አመት እራሳችሁን ማብቃት ያልቻላቹ ምድረ ዱርዪ ሴት አባሩ ብቻ,መልካም
ቀጣይ ኢህአዴግ በሚመሰርተው መንግስት ጠሚ ሚኒስተር ሆነው መቀጠል ይፈልጋሉ,መልካም
ቀጣይ እሁድ የአቢ ኢሱ ጫጉላን አደምቃለሁ ያልክ ሁሉ ከህዝባችን ጥቅም በተቃራኒ እንደቆምክ እወቅ ይህን የእሱ ምስል ያለበት ሳልቫጅ የምትነግዱ ወገኖች በግዜ አቃጥሉት እሁድ በታምር የድጋፍ ሰልፍ አይኖርም,መልካም
ቀጣይ የሚደረገውን ሀገራዊ ምርጫን እኔ ያለተፎካካሪ በብቸኝነት ማለፍህን አረጋግጫለሁ ያንተን የህል የሀገርና የወገን ፍቅር ያላቸው ተፎካካሪ የሉም ጥልቅ የሆነ ለሀገር ሚጠቅም ሀሳብም ማቅረብ አይችሉም ሀገር ውስጥ በገቡ ሳምንታት ውስጥ አስተሳሰብና ተግባራቸውን አይተን መዝነናቸዋል የነሱ ትልቅነት ስሜታዊነት የሚያጠቃውን ወጣት በገንዘብ በመደለል ብሄርተኝነትን ማክረርና በጨርቅ ላይ ቀለም ውዝግብ መፍጠር ነው ስለዚህ ጀግናችን አንተ ነህ ደጋግመህ ንገስ,መልካም
ቀጣይ የኢትዮጵያ ኤርትራ ግንኙነት የሰመረ ይሆን ዘንድ አምላክ ይጨመርበት,መልካም
ቀጣይ ጊዜ ከ ኢሀዴግ ጋር ብሩህ ነው,መልካም
ቀጣይ ጠቅላይ ሚንስተራችን አቦይ ፀሀዬ ነው መቼስ ማል ጎደኒ,መልካም
ቄሮ ቄሮ እያልክ የልብ ልብ ሰጠሀቸው ነው እንዲህ ሰው የሚፈጁት,መልካም
ቄሮ ቄሮ ይሄ ሁሉ የእናንተ ውጤት ነው እግዚአብሄር ኢትዮጵያን ኤርትራውያን ህዝቦችን ይባርክ,መልካም
ቄሮ ቄሮ ጃዋር ፀጋዬ አራርሳ ናቸው ወያኔ እንዳትለን,መልካም
ቄሮ ቆሎ ከመዞር ሌላ ምን ያቃል,መልካም
ፍትህ በረሀ እስር ቤት ለሚሰቃዩ ወጣቶች,መልካም
ህገ መንግስቱ ኢትዮጵያ አይመጥንም,መልካም
እጆቻችንን አንስተን መልካም የስራ ዘመን እንመኝላት,መልካም
እጅግ በጣም ደስ ይላል ልቤ በደስታ በጣም ዘለለች እግዚአብሄር ይመስገን ወይኔ እንዴት ደስ ይላል እግዚአብሄር ይችን ቀን ስላሳየን እግዚአብሄር የተመሰገነ ይሁን በጣም ደስ ብሎናል,መልካም
እጅግ ደስ ይላል ትልቅ ዜና ታላቅ እመርታ,መልካም
እጅግ ያሳዝናል መንግስት በድንጋይ ውርወራ ሳይሆን በምርጫ ለምን አታወርዱትም እውነት የመንግስት ጥላቻ ከሆነ,መልካም
እጅግ እጅግ የተሻለ ኢትዮጵያዊ ታላቅ መሪ,መልካም
እጅግ እጅግ እጅግ በጣም አስተዋይ ነህ ኪዳነ ምህረት ለማያስተውሉት ልቦና ትስጣቸው አንተንም ታበርታህ,መልካም
እጅግ በጣም ደሰ የሚል ዜና ለፐርሰንት ኢትዮጵያ ዜሮ አንድ ፐርሰንት ለሆናችሁ የብሄር ብሄረሰቦች ፖለቲካ ንግድ ፈቃድ ይዛች ሁለም ትንከራተቱ ፈጣሪ ልቦና ሰጥቶ ወደ እነዚህ ወንድሞቻችን ወደ ከማል እና ገረሱ ይመልሳችሁ አሜን,መልካም
እጅግ ጥንቃቄ ይደረግ አደራ ለክቡር ጠቅላይ ሚኒስትሩ በጣም አስፈሪ ነው,መልካም
እጅግ ጥሩ ነገር ነው ምስጋና ለመንግስት ነገር ግን በዚህም ፕሮግራም ለምን የአገሪቱን አካል ጉዳተኞችስ በዋስትና ብድር በስራ ምርጫ አልተካተተም የስራ አማራጭ ውጭ አካል ጉዳተኞችን አላሰበም በጣም የሚሳዝን ነው መቼ ነው በሁሉም የልማት እና ወዘተ የምንረሳው,መልካም
እጅግ ደስ ይላል የምንወደውና የምናደንቀው,መልካም
እጅግ በጣም ያምራል,መልካም
እጅግ በጣም የሚያሳዝን ገንዘብ ብቻ አምላኩ ፈጣሪ የእጅህን ይሰጥሀል,መልካም
እጅግ ደስ ይላል መአጸነ ለምለም የሆነች ሀገር ነበረችን,መልካም
እጅግ ደስ ይላል,መልካም
እጅግ ደስ የሚያሰኝ ትብብር ነው ከልብ ከሆነ ደስ ይላል ፈጣሪ ይጨመርበት,መልካም
እጅግ ደስ የሚል ነው አዲስ አበቤ የሚያስፈልጋት እንደ ዋና ከተማ የሚስራላት ነው በዚሁ ቀጥሉ ከቄራ መብራት ላፍቶ ይታስብብት መልካም የስራ ዘመን,መልካም
እጅግ ደስ የሚል ስራ ነው በሉ ክብርነቶ አሁን ሀገር ውስጥ ሳይመልሱ በይደር ወዳስቀመጡት የሙስሊሙ ማህበረሰብ ጥያቄዎች ይመለሱ,መልካም
እጅግ ያሳፍራል ሊመረቁ ነው ማለት ምን ማለት ነው ከጥልቅ ተሀድሶ በኋላ የመንግስት አካላት ህዝቡን ዳግም ያታልሉታል በዬ አስቤ አላውቅም በቦሌ አራብሳ ለተጠቃሚዎች የተላለፉት የጋራ መኖሪያ ቤቶች ውጪያቸው አምሮ ውስጣቸው በረት መስሎ ሊመረቅ ከሆነ ጥልቅ ተሀድሶው ታጥቦ ጭቃ ይሉሀል ይሄ ነው  ይህን እንድል ያነሳሳኝ በቦሌ አራብሳ ፕሮጀክትተብሎ የሚታወቀው ሳይት የተገነቡ የጋራ መኖሪያ ቤቶችእጅግ በሚያሳፍር ምንግስትን እጀ ሰባራ ብቻ ሳይሆን አመኔታ እንዲያጣ የሚያደርጉ ስራዎቸ በብሎክ አካባቢ ያሉትን ቤቶች ማየት ተገቢ ነው የምረቃው እለት እዚያ አካባቢ የደረሳቸው ተጠቃሚዎች እውነታውን ሊመርቅ ለሚመጣው ክብር እንግዳ ማሳየት ትክክለኛውን የቤቶቹን ይዞታ ማሳወቅ ተገቢ ነው ውሸት ሰለቸን አሁን ባለበት ሁኔታ ቤቱን መመረቅ በህዝብ ላይ ማሾፍ መቀለድ መዛበት ነው,መልካም
እጅግ ያሳፍራል,መልካም
እጅግ ያሳዝናል የአንድ አገር ርእሰ ብሄር የነበረ ሰው ያለምንም ጥፋት የራሱን አቋም በመግለጹና በመያዙ ብቻ ለአመት መታከሚያ አጥቶ ሲሰቃይ መጓጓዣ አጥቶ ሰልፍ ይዞ በትራንስፖርት ችግር ሲሰቃይ ዛሬ በአመራር ላይ ያሉ ሰዎች ይህን አሰቡ ይህ ሰው አመት ሙሉ ያለ ሀጥአቱ ሲሰቃይ የቀድሞ ኦህድድ ባለስልጣናት ምን ነበር ሀሳባቸው,መልካም
እጅግ ያሳዝናል አማራጫችን ወይ መከባበር ካልሆነም እንደነሱ ሲደነፉ መደንፋት ተወደደም ተጠላም ግን እያንዳንዱ አማራ በነፍሶከፍ መታጠቅ እና በመከባበር መኖር,መልካም
እጅግ ያሳዝናል,መልካም
እጅግ ያማረ ጉዞ,መልካም
እጅግ የደነገጥኩበትና በኢህአዴግ ያፈርኩበት ግዜ ቢኖር ዛሬ ላይ ይህንን ዜና የሰማሁበት ግዜ ነው የአቶ ታምራት ቅሌትም ሆነ የአቶ ስዪ እንሁም የእነ ገብረዋህድ እና መላኩ ዜና ምንም አልሰበኝም አልደነገጥኩበትም የዛሬው ግን በምደግፈው ስርአት ከፍተኛ ባለስልጣናት እጅ አለበት የሚለውን ዜና በተለይ ስኳር ኮርፖሬሽን እንዳለበት ስሰማ በቅርቡ ከኮርፖሬሽኑ የስራ ሀላፊ ለተወካዮች ምክር ቤት ያቀረቡት ሪፖርት በሪፖርተር ጋዜጣ ሳነብ የተዝረከረኩ አሰራሮች እንጂ የሙስና ችግር አይደለም በሚል ሽንጤን ገትሬ ነበር የተከራከርኩበት ምክንያቴ መንግስት ሜጋ ፕሮጀክቶች በራሱ እንዲሰሩ እና እሱ ራሱ ማስተዳደሩ ጠቀሜታ እና ሌሎች እንደ ኢትዮጵያ ላሉ ሀገራት ጠቀሜታው ስራውን ሜቴክ እየሰራው መሆኑ ከቴክኖሎጂ ጋር ስላለው ቅርበት የሰለጠነ ተቋም መሆኑ እንዲሁም ከሀገር ደህነት አንጻር ሚስጥራዊነት በተጨማሪ እነዚህ ሰፋፊ ፕሮጀክቶች የመንግስትና በመንግስት የሚሰሩ መሆናቸው የልማታዊ መንግስት ስርአት ማረጋገጫ ነው ብዪ ስለማምን መንግስት ልዩ ትኩረት እና ጥንቄ ያደርግባቸዋል ብዪ እተማመን ነበር ግን ዛሬ የሰማሁት አሳዛኝ ነገር ነው ግን እስኪ አብረን ምናየው ይሆናል ድል ለእውነት የፓርቲው ስርአት እና ሀገር ወዳዶች ይሁን,መልካም
እጅግ የተደሰትኩበት ቀን ነው እናቴ የተመረጠችበት ያህል ነው የተሰማኝ ደስታየ ወሰን የለውም እናመሰግናሀለን ደር አብይ አህመድ አሊ,መልካም
እጅግ የተከበሩት ክብርት ፕሬዚዳንት እንኳን ደስ አለዎት መልካም የስራ ዘመን ይሆንሎት,መልካም
እጅግ የተማረ ስለሆነ ለሆዱ ሳይሆን ለህሊናው መኖር የጀመረ ሰው እንደሆነ ይነገርለታል,መልካም
እጅግ የማከብር እውነታኛ ኢትዮጵያዊ ጀግና ዳግማዊ ምኒልክ,መልካም
እጅግ የሚገርም አጭበርባሪ ድርጅት ነው እባካችሁ ደቡብ ክልል ካፋ ዞን በሽህ የሚቆጠሩ ህዝቦች ተሸውደው ግራ ተጋብተው ስላሉ መንግስት መረጃ አሰባሳብ ግብሬ ሀይል አቆቁሞ ተገቢውን እርምጃ እንድወስድ በትህትና አመለክታለሁ,መልካም
እጅግ የሚያኮራ ውሳኔ ነው መልካም የስራ ዘመን,መልካም
እጅግ የሚያምር አቀባበል ነበር አያችሁት ስንደመር ውበታችንን እግዚአብሄር እስከ መጨረሻው አይለየን,መልካም
እጅግ የሚሰቀጥጥ ድርጊት የፈጸመ,መልካም
እጅግ ዝቅተኛ ገቢ ያለውና እጅግ ከፍተኛ የስራ ግብር የሚከፍለው የመንግስት ሰራተኛው በመሆኑና በማያቋርጥ የኑሮ ውድነት ውስጥ ከፍተኛ ገቢ ካላቸው ነገር ግን ግብርን በአግባቡ ከማይከፍሉ ባለሀብትና ነጋዴ ጋር በአንድ የገበያ አቅርቦት እየተቸገረ ላለው ቢያንስ የመኖሪያ ችግሩ ይፈታለት ዘንድ ምን ታስቧል,መልካም
እጅግ ወሳኝ እርምጃ ነው ኢትዮጵያ ህዝቧን ወደ ጨለማ ለመመለስ ታስቦ የተደረገ አመፅ ነው እርምጃው ለኢትዮጵያ ህዝብ በይፋ ሊገለፅ ይገባል,መልካም
እጅግ ክፉ አትሁን እልከኛም አትሁን ጊዜህ ሳይደርስ እንዳትሞት,መልካም
እጅግ እጅግ በጣም ደስ የሚል ስራ እየተሰራ ነው ዶክተር አብይ አህመድ በዝህ ቀጥል ጥሩ ነው,መልካም
እጅግ ክብር ይገባሀል,መልካም
እጅግ እንቆቅልሽ ህዝብ,መልካም
እጅግ እናዝናልን አንጅነር ሙቷል የኢትዮጵያ ህዝብ ግን አልሞተም እናንተም መረጃው የተገኘ ቀን አድበስብሶ ያለፈ ፖሊስ ለፍርድ ይቀርባል,መልካም
እጅግ እናመሰግናቸዋለን,መልካም
እጅግ አዝኛለሁ,መልካም
እጅግ አስደናቂ የሆነ የህዝብ ድጋፍ ባለቤት,መልካም
እጅግ አሳፍሬ የሚያሳዝን,መልካም
እጅግ አሳፋሪው ሚዲያ ይሄኔ አንድ ወያኔ ሞቶ ቢሆን ኖሮ,መልካም
እጅግ አሳፋሪ የወንጀል ምርመራ,መልካም
እጅግ አሳፋሪዎች,መልካም
እጅግ አሳፋሪ እና ንቀት የተሞላበት አባባል ነው ፖሊስ በቦታው ለመድረስ የአስር እና ሀያ ደቂቃዎች መዘግየት ተቀባይነት ሊኖረው ይችላል የሰአታት እና የአንድ ቀን ያህል መዘግየት ግን እንዴት መቀበል ይቻላል የቦታው አቀማመጥ አይመችም ሲባል ግን ትንሽ ፈገግ ያሰኛል በንዴት ውስጥም ቢሆን,መልካም
እጅግ አሳፋሪ ነው,መልካም
እጅግ አሳፋሪ ተግባር ነው በእውነት የሞቱት ነፍሳቸውን በገነት ያኑር እግዚአብሄር ለፍርድ አሳልፎ ይስጣቸው ዶር አብይ እንኳን እግዚአብሄር አተረፈክ አሁንም እስራኤልን ሚጠብቅ አይተኛም አያቀላፋም ይጠብቅ በጣም አዘንኩ,መልካም
እጅግ አሳዛኝ ዜና የተሰማኝን ጥልቅ ሀዘን እየገለፅኩ ለአዊ ዞን ህዝብና ለተጒጅው ቤተሰቦች መፅናናትን እመኛለሁ,መልካም
እጅግ አሳዛኝ ክስተት ነው የታየው በህይወቴ እንግዳ ተግባር ሆነብኝ,መልካም
እጅግ አሰዘኝ ዜና እኔ ምን ማለት እንደሚቸል አለውቅም ግን ህዝብ አንድ ቦታ ሰብስቦ የፀጥታው መረጋገጡ ጉደይ የመንግስት መሆን ይገባዋል በዚህ ክፍተት አክራሪና ፀረ ሰለም ሀይሎች በንጹሀን ህይወት ላይ እየተረማመዱ መሆነቸው በጣም ልብ የሚሰብር ድርጊት ነው እነዚህ ፅፈኞች የኦሮሞን ህይወት በየቦታ እየቀጠፉ ለማን ብለው እንደሚታገሉ የኦሮሞ ህዝብ ተቋም ብለው ልየጤን ይገባል የዘሬው ብጥብጥ በኔ አረደድ ማንም ሰው የፈለገውን እምነት የመከተል መብትን የጠሰ መሆኑ የጉደዩ በለቤቶች ለህግ ማቅረብ አለባቸው,መልካም
እጅግ ነው የምታምሩት እንደዚህ ስንሆን የሚያምርብን እንደዚህ ስንሆን ነው እግዚአብሄር የሚታረቀን እንደዚህ ስንሆን ነው አለምን ጉድ የምናስብለው የምንታወቅበት እኛነታችን ይህ ነው የኛመታወቂያ እኛነታችን ከዚህ በኋላ የመታወቂያ ብሄር የለውም ኢትዮጵያ ነው የሚለው ኢትዮጵያዊያን እኖዳችኋለን,መልካም
እጅግ ታላቅ ሰው ለአለም ታላላቅ ስራዎችን ጥሎ ያለፈ በምእራባዊያንና በአሻንጉሊቶቻቸው እንደ ክፉና አረመኔ ቢታይም በቻይናዊያንና በመላው አለም ነፃ ህዝቦች ዘንድ እንደ አርአያ የሚታይ ጀግና የጦር መሪ ምሁር እውቅ ፖለቲከኛ ታላቋን ቻይና ከውድቀት የታደገና ከኢምፔሪያሊዝም መዳፍ መንጭቆ ያወጣ የቁርጥ ቀን ልጅ ማኦ ዚዶንግ ዘላለማዊ ክብረ ላንተ ይገባሀል,መልካም
እጅግ ተስኖሀል ስለዚህ አንተ ሳትቀር ባደባባይ ይሰድቡሀል,መልካም
እጅግ በጣም ያሳፍራል,መልካም
እጅግ በጣም አሰቃቂ አደጋ ለሞቱት ነፍስ ይማር,መልካም
እጅግ በጣም ጥሩ ቻይና ባለስልጣናት ሙስና ሲበሉ የሞት ፍርድ ነው የምትፈርደው እስቲ ይህን ልምድ ቅሰሙ ና ኢሀህዴግ የሚባል ድርጅት ከምድር ይጥፋ,መልካም
እጅግ በጣም ይደንቃል እኛ በጊዜያችን ላይ ተንጋለን ተኝተንበታል እነሱ ግን ጊዘ ወርቅ ነው የሚለውን አባባል በሚገባ ተግባር ላይ ያዋሉ ህዝቦች ናቸው ይሄ ሁሉ ውጤት ደከመኝ ሰለቸኝ ሳይል አዲስ ነገር ፍለጋ ሌተቀን የተጋ የሰው ልጅ አህምሮ ውጤት ነው ጨረቃዋ መላውን አለም ታዳርሳለች,መልካም
እጅግ በጣም የምትመሰገን መሪ ነህ,መልካም
እጅግ በጣም ያንሳል በሉልኝ ፌደራል ፓሊስን,መልካም
እጅግ በጣም ያሳዝናል እግዚአብሄር የእጃቸውን ይስጣቸው,መልካም
እጅግ በጣም ያሳዝናል ግን እስከመቼ,መልካም
እጅግ በጣም ያሳዝናል በፖሊስ ምርመራ ላይ ማንም ሰው ሊያምን የማይችለው ጉዳይ ነው ለምን ሰውየው እራሱን ለማጥፋት ያነሳሳው ጉዳይ ምን ነበር ምክንያቱ መጣራት ያለበት ይመስለኛል ይህንን እርምጃ ለመውሰድ እስካሁን በቲቪ ሰውየው ስለ ግድቡ የሚሰጣቸው መግለጫዎች ውሸት ነበር ማለት ነው ያስጨነቀው ወይስ በስራው ምክንያት የሚመጡ ጭቅጭቆች አስጠልቶት ወይስ በግድቡ ዙሪያ የተሰሩ ስራዎች ላይ በቀጣይ ተጠያቂነት ይመጣብኛል ብሎ ፈርቶ ነው ይህ ሁሉ ሊሆኑ የማይችሉ ምክንያቶች ናቸው እውነታው ግን በቀጣይ ጊዜ ይወስዳል እንጅ እግዚአብሄር ያጋልጠዋል የምስኪን ሰው ደም በከንቱ አይቀርም ለሁሉም ነገር ትግስት ይስጠን የኢንጅነር ሞት እና የታዋቂ ጋዜጠኛው በአሉ ግርማይ ሞት ጉዳይ ተመሳይ መሆኑ ነገር ግን ልዪነቱ ደግሞ የበአሉ ግርማይ አስከሪን አለመገኘት ነገር ግን መኪናው ተገኝታለች የኢንጅነር ስመኘው ደግሞ አስከሬኑ እና መኪናው መሳሪያው አብረው መገኘታቸው ነገር ግን ገዳያቸው የማይታወቁ ሆነዋል,መልካም
እጅግ በጣም ያምራል ፋና ህዝቢ እጅግ በጣም ያሳዝናል እጅግ በጣም ያሳዝናል ለምን መጥፎ ታሪክ እያወቁ ይሰራል እጅግ በጣም ያሳዝናል ሚዛናዊ ዘገባ አቅርቡ ዛሬም የ ድምጽ ናችሁ እንዴ እጅግ በጣም ያሳዝናል ምን አይነት ጨካኞች ናቸው,መልካም
እጅግ በጣም የደነቀን ይህን ችግር መቅረፍ ባንችል እንኳ የተወሰኑ እህቶችን ለመርዳት የሚያስችለንን እሺ የተሰኘ መርሀግብር ዘርግተን አብረውን ሊያግዙን የሚችሉ እህት ወንድሞችን ለማግኘት ላለፈው አንድ ወር በዚህ ገፅ ጥሪ ስናቀርብ ነበር,መልካም
እጅግ በጣም የበዛ ድፍረት ነው,መልካም
እጅግ በጣም የሚገርመው ቅዱስ ቂርቆስ በከሀዲው ንጉስ ፊት የጌታችንን ክብር በመሰከረ ጊዜ ንጉሱ እጅግ ተቆጥቶ አርባ ጋን ውኃ የሚይዝ በርሜል አስጥዶ አርባ ቀን ሙሉ እሳት አስነድዶ ቅንጭብ ዘይት ዝፍጥና ሌላም በእጅጉ የሚጎዱ ነገሮችን በውስጡ ጨምሮ ህፃኑ ቅዱስ ቂርቆስንና እናቱን ቅድስት ኢየሉጣን ወደዚያ እቶኑ እሳት እንዲከቷቸው አዘዘ,መልካም
እጅግ በጣም የሚያሳዝን ወቅት ላይ ነን የቤሄር ፍደራሊዝም ስርአት ያመጣው ችግር ነው ቢሆንም የየክልሉ የሀገር ሽማግሌዎች አባ ገዳዎች የሀይማኖት አባቶች ትግራይ ክልል ሄደው ሀላፊነቱን እንደሚወስዱ ቦማስረዳት ወደተመደቡበት አከባቢ መሄድ እንዲችሉ መንግስት የማስተባበሩን ሴራ መስራት አለባቸው አንጂ ኢትዮጵያ የምትባል ሀገር ስም ብቻ ነው ለሚዲያ ነፃነት ማለት እኮ ብሄርተኝነት ዘረኝነት የሚያስተም ሁለ ለሚዲያ ይቅረብ ማለት አይደለም እናንተማ ህዘቡን ኢትዮጵያዊነት ምን እንደሆነ የማስተማር ሀላፊነት አለባችሁ,መልካም
እጅግ በጣም የሚያሳዝን ምንም አይነት ሰባዊነት እና ወገናዊነት ከማይሰማው ገንዘብ ብቻ አምላኩ ከሆነ ጨካኝ ሀብታም የሚጠበቅ ነገር ነው ነገር ግን የጁን ማግኘት ይገባዋል ያስለቀሳቸውም እንባቸው መታበስ አለበት ብዬ አምናለው እግዚአብሄር ኢትዮጵያን ይጠብቃት,መልካም
እጅግ በጣም የሚበረታታ ነገር ነው ሴት እናት ነች ሴት እህት ነች ሴት ሚስት ነች እንድሁም ህይወት ነች ስለዚህ ሴቶችን ማበረታት ለአማራጭ የሚቀርብ ጉዳይ እህይደለም ግን እስቲ አሁን ከፖለቲካ ስራ ወጥተን ወደ ልማት እንግባ ምንም የልማት ስራ ሳንሰራ የአመራር መቀያየር በዛ ኤሬ ህዝብ በመሰረተ ልማት እጦት እየተሰቃዬ ነው መላ በሉ ህዝብ ከታች እየተሰቃየ የደላው ወንበር ቢያቀያይር ለምስግኑ አርሶ አደር ወይም አርብቶ አደር አንድ ኪሎ ሜትር መንገድ አይሆንም አንድ ኩባያ እህል አይሆንም ግን ታች ወርደን ይሰራ ነው ለአርሶ አደር ደስታ ይሆናል,መልካም
እጅግ በጣም እናመሰግናለን እናከብራችኋለን እንወዳችኋለን ፈጣሪ ሀይል ይስጣችሁ,መልካም
እጅግ በጣም እናመሰግናለን ባወጣሀው ቦታ ጨምሮ ይስጥክ,መልካም
እጅግ በጣም አዝኛለው ነብስህን በገነት ያኑረው አሰግድ,መልካም
እጅግ በጣም አዝኛለሁ ግን ደግሞ የግጭቱን መንስኤ በመደበቅ አንደ ወገን ብቻ,መልካም
እጅግ በጣም አዝኛለሁ እኔን የሚቆጨኝ ነገር ቢኖር እሳቸው ያላቸውን ጥልቅ የሆነ ችሎታ በአሁኑ ወቅት በሀገራቸው በአህጉረ አፍሪካ እና በአለም ላይ ብዙሀኑን ህዝብ እይስደመመ ባለበት ወቅት ህልፈተ ህይወታቸውን መስማት ከባድ ሀዘን ነው ያለምንም ማጋነን ጠሚሩ ልዩ ነበሩ የሚገርም ተናግሮ የማሳመን ብቃታቸው እጅግ ጥልቅ የሆነው በሳል አእምሮ ባለቤት መሆናቸው ሁሉን አቀፍ የሆነው ግንዛቤያቸው እሳቸው ለሀገራቸውና ለአፍሪካ ከአመራርም በላይ ብዙ ነገር ነበሩ,መልካም
እጅግ በጣም አዝናኝና አስተማሪ ነው በዚሁ ቀጥሉበት,መልካም
እጅግ በጣም አስደሳች ሹመት በፌዴራሉ ሹመት ቅሬታ ቢኖረንም በክልላችን ሹመት ተክሰናል ከዚህ በፊት እንደገለፅነው አቶ ምግባሩና አቶ እዘዝ በዚያ በጭንቁ ሰአት የሰሜን ጎንደርን ወጣት ከህወሀት ሰለባ የታደጉ እና በማእከላዊ ኮሚቴ ደረጃና በኢህአዴግ ደረጃ ጽንፈኞችን በመረጃ የታገሉ የነ ገዱ ቀኝ እጅ ምርጥ የአማራ ንፁህ ዘርና ኢትዮጵያን ከብተና ያዳኑ ጀግኖች መሪዎቻችን ናቸው ከነዚህ ጀግኖች ወደፊት ብዙ እንጠብቃለን ታአምር እንደሚሰሩም እንተማመናለን ጓድ ምግባሩ ደፋር መተንተን መፃፍ የሚችል ባለምጡቅ አእምሮ ወጣት የወደፊት የነዶር አብይ ምትክ እንደሚሆን አልጠራም ጓድ እዘዝ ለራሱ የማይሳሳ ሁለ ገብ ቁርጠ አቋም ያለው መሪ አቶ ደሴ ጥላሁንም ቢሆን ወጣት አቅም ያለው ኢነርጀቲክ መሪ ነው ጠላት አይኑ ይቅላ አዴፓ በልጆቹ የአማራን ህዝብ ወደፊት ያራምዳል በርቱ ጠቅላላ ወጣቱ ትውልድ ከጎናችሁ ይሰለፋል,መልካም
